"sig1","sig2","n11","n10","n01","n00","n","phi","log_OR","p_value","p_adj"
"C_ID5/InsDel5b","C_ID23/InsDel23",2,61,73,6839,6975,0.0194329645447134,1.33043805937239,0.14686249512277,0.344546616623175
"ID_A/InsDel_A_beta","ID_N/InsDel_N_alpha",3,151,57,6764,6975,0.0176999734178176,0.999836023786054,0.146131841925046,0.344546616623175
"C_ID10/InsDel10","ID_M/InsDel_M",1,183,5,6786,6975,0.0256847561075046,2.31119297211313,0.148250686693998,0.346474415075436
"C_ID5/InsDel5c","C_ID12/InsDel12",4,153,87,6731,6975,0.0166239564649682,0.813291316804743,0.14848903503233,0.346474415075436
"C_ID11/InsDel11","ID_B/InsDel_B",0,14,1224,5737,6975,-0.020689368077613,-1.8228048520099,0.149661578673023,0.346766831611962
"C_ID17/InsDel17","ID_J/InsDel_J",2,44,102,6827,6975,0.0192060923367346,1.31965259747136,0.149704072546215,0.346766831611962
"C_ID10/InsDel10","C_ID14/InsDel14",4,180,317,6474,6975,-0.0190758326809659,-0.676504535820513,0.149822603205168,0.346766831611962
"C_ID8/InsDel8","ID_D/InsDel_D",4,345,167,6459,6975,-0.019374102366717,-0.688591403296216,0.150945577842672,0.347740634265097
"C_ID1/InsDel1b","C_ID2/InsDel2b",4,149,90,6732,6975,0.0164520932889039,0.806132977925407,0.151051100133735,0.347740634265097
"C_ID11/InsDel11","C_ID18/InsDel18",1,13,82,6879,6975,0.0246200430311939,2.22627838319102,0.154436026765715,0.354585117454081
"C_ID3/InsDel3b","ID_I/InsDel_I",0,787,19,6169,6975,-0.0186384257308344,-1.60505194049085,0.157268666884385,0.359173268401739
"C_ID5/InsDel5a","ID_K/InsDel_K",1,1172,21,5781,6975,-0.018456020332991,-1.06706288377687,0.157210392287139,0.359173268401739
"C_ID1/InsDel1b","C_ID5/InsDel5c",6,147,151,6671,6975,0.0168673589594272,0.662988377354768,0.160029847151683,0.364512429623278
"C_ID2/InsDel2b","C_ID5/InsDel5c",4,90,153,6728,6975,0.0157940472336898,0.779134494224738,0.161246561198308,0.366314747207765
"C_ID5/InsDel5b","ID_A/InsDel_A_beta",3,60,151,6761,6975,0.016594051678516,0.948534016422563,0.161969715203807,0.366989275764415
"C_ID3/InsDel3b","ID_H/InsDel_H",2,785,45,6143,6975,-0.0182956666008924,-0.8445921604708,0.163830298458882,0.370230674470072
"C_ID1/InsDel1b","C_ID14/InsDel14",3,150,318,6504,6975,-0.0188785561255006,-0.744573066664167,0.166750955234485,0.375844430515423
"C_ID9/InsDel9","ID_C/InsDel_C",4,1137,43,5791,6975,-0.0174747207133799,-0.641125087771069,0.16855233756872,0.377925944392364
"C_ID9/InsDel9","ID_H/InsDel_H",4,1137,43,5791,6975,-0.0174747207133799,-0.641125087771069,0.16855233756872,0.377925944392364
"C_ID17/InsDel17","ID_L/InsDel_L",1,45,27,6902,6975,0.0228397510912384,2.11320572128304,0.16942066821254,0.378886221638952
"C_ID2/InsDel2a","ID_J/InsDel_J",6,232,98,6639,6975,0.0159733834262155,0.63364734212652,0.170246531529318,0.379746797012288
"C_ID13/InsDel13","C_ID17/InsDel17",0,340,46,6589,6975,-0.018444319222117,-1.56978186665888,0.171171760531592,0.38072294723312
"C_ID14/InsDel14","ID_G/InsDel_G",0,321,48,6606,6975,-0.0182834918623581,-1.55189923032679,0.171568529066725,0.38072294723312
"ID_C/InsDel_C","ID_L/InsDel_L",1,46,27,6901,6975,0.0224858422924486,2.09132084910596,0.172777028623861,0.381532786878795
"C_ID13/InsDel13","ID_G/InsDel_G",0,340,48,6587,6975,-0.0188437363744524,-1.61219691124333,0.172819729248235,0.381532786878795
"C_ID8/InsDel8","ID_G/InsDel_G",0,349,48,6578,6975,-0.0191044712611044,-1.63965250537135,0.174556852457568,0.382516965597443
"C_ID19/InsDel19a","ID_A/InsDel_A_alpha",0,71,219,6685,6975,-0.0182581184386184,-1.54650058172041,0.174185686079251,0.382516965597443
"C_ID17/InsDel17","ID_A/InsDel_A_alpha",3,43,216,6713,6975,0.015801149754729,0.914287186470948,0.174598336213467,0.382516965597443
"C_ID2/InsDel2c","C_ID11/InsDel11",1,95,13,6866,6975,0.0221966493509083,2.07805896914743,0.176514058521601,0.383784354512875
"ID_G/InsDel_G","ID_L/InsDel_L",1,47,27,6900,6975,0.0221418880038373,2.06989854412314,0.176120308531271,0.383784354512875
"C_ID1/InsDel1b","ID_J/InsDel_J",0,153,104,6718,6975,-0.0184245357358095,-1.5634146246766,0.175755324463707,0.383784354512875
"C_ID1/InsDel1c","ID_H/InsDel_H",1,572,46,6356,6975,-0.0182593570438118,-1.02676674952336,0.178940220994819,0.388079421351485
"ID_A/InsDel_A_alpha","ID_D/InsDel_D",2,217,169,6587,6975,-0.017910276712776,-0.805831852625471,0.179416532658986,0.388134760350219
"ID_A/InsDel_A_alpha","ID_C/InsDel_C",3,216,44,6712,6975,0.0153177586214637,0.891409970697749,0.182479355944174,0.393771241774271
"C_ID12/InsDel12","ID_N/InsDel_N_alpha",2,89,58,6826,6975,0.016653090639641,1.18159272848034,0.184157647425453,0.396399336083288
"C_ID14/InsDel14","ID_E/InsDel_E",1,320,82,6572,6975,-0.0177932222966833,-0.986565904989159,0.185498672487986,0.398290167112608
"C_ID6/InsDel6","ID_E/InsDel_E",4,665,79,6227,6975,-0.0177841046390678,-0.635488015582843,0.18616110350381,0.398718184370101
"C_ID11/InsDel11","ID_J/InsDel_J",1,13,103,6858,6975,0.0209138464660177,1.99644784787682,0.189833206508388,0.405574170728839
"ID_A/InsDel_A_alpha","ID_G/InsDel_G",3,216,45,6711,6975,0.0148462161070651,0.86903784702361,0.190454009550563,0.405893322334244
"ID_B/InsDel_B","ID_E/InsDel_E",19,1205,64,5687,6975,0.0154151575685398,0.355125607405954,0.192913711714828,0.410120261201152
"C_ID14/InsDel14","ID_D/InsDel_D",4,317,167,6487,6975,-0.0171216199623135,-0.599751245347449,0.194014831483139,0.411445246076313
"C_ID1/InsDel1b","C_ID3/InsDel3b",12,141,775,6047,6975,-0.016282913775444,-0.372678812907448,0.196909407569738,0.416557739355146
"C_ID5/InsDel5b","C_ID12/InsDel12",2,61,89,6823,6975,0.0157325825979267,1.13114274745904,0.198364886950303,0.418608254078947
"C_ID19/InsDel19a","ID_K/InsDel_K",1,70,21,6883,6975,0.019767921431486,1.91868198565932,0.201828279718629,0.424875669529926
"ID_F/InsDel_F","ID_I/InsDel_I",1,82,18,6874,6975,0.0196320030341065,1.91047027530054,0.203672658416273,0.427712582674174
"C_ID23/InsDel23","ID_K/InsDel_K",1,74,21,6879,6975,0.0189263549166294,1.8629143014569,0.21195562802093,0.444023833883262
"C_ID2/InsDel2c","C_ID9/InsDel9",11,85,1130,5749,6975,-0.0156493088229583,-0.379716458802815,0.213056561975613,0.445246844322823
"C_ID3/InsDel3a","ID_N/InsDel_N_beta",21,48,2619,4287,6975,-0.0152809851745809,-0.320790510183899,0.214627818693465,0.447444435581292
"C_ID12/InsDel12","ID_I/InsDel_I",1,90,18,6866,6975,0.0182318429907236,1.81675431928834,0.221075530383348,0.459773023333485
"C_ID1/InsDel1a","ID_E/InsDel_E",51,3761,32,3131,6975,0.0149752879336463,0.27703602729919,0.223932352800215,0.464198907811086
"C_ID23/InsDel23","ID_F/InsDel_F",2,73,81,6819,6975,0.014198145762355,1.04594373977548,0.224281934552162,0.464198907811086
"C_ID2/InsDel2b","ID_I/InsDel_I",1,93,18,6863,6975,0.017747507886315,1.78370573442096,0.227508226726394,0.469747201945864
"C_ID1/InsDel1c","ID_B/InsDel_B",111,462,1113,5289,6975,0.0143406590359094,0.1355935496771,0.229015869338527,0.471728860048976
"ID_F/InsDel_F","ID_K/InsDel_K",1,82,21,6871,6975,0.0174065922528824,1.75975158162882,0.231843558806971,0.476413613682105
"C_ID4/InsDel4","C_ID12/InsDel12",6,767,85,6117,6975,-0.016441499484492,-0.500943883185649,0.236445591911119,0.484713463417795
"C_ID4/InsDel4","ID_C/InsDel_C",8,765,39,6163,6975,0.0155824287127204,0.54963635348303,0.237048902564563,0.484795974128477
"C_ID5/InsDel5c","C_ID23/InsDel23",3,154,72,6746,6975,0.0122938410111226,0.745761441167781,0.238219570140963,0.486035663249689
"C_ID9/InsDel9","ID_K/InsDel_K",1,1140,21,5813,6975,-0.0179639751260932,-1.03387179064123,0.241033377915417,0.490614038735636
"C_ID13/InsDel13","ID_J/InsDel_J",2,338,102,6533,6975,-0.0168628160021219,-0.753398092627437,0.244907966906863,0.49732490449719
"C_ID14/InsDel14","ID_M/InsDel_M",1,320,5,6649,6975,0.0168947044496879,1.73313168236223,0.246320978136895,0.497845920600625
"C_ID4/InsDel4","C_ID5/InsDel5c",22,751,135,6067,6975,0.014165184341891,0.293174397298346,0.245908355692504,0.497845920600625
"ID_I/InsDel_I","ID_J/InsDel_J",1,18,103,6853,6975,0.0162667167973277,1.6806375129899,0.248588996552651,0.501253222556985
"C_ID1/InsDel1a","ID_A/InsDel_A_beta",77,3735,77,3086,6975,-0.0140418715144737,-0.190843915581905,0.252409142751137,0.507766990440956
"C_ID2/InsDel2b","ID_K/InsDel_K",1,93,21,6860,6975,0.0156001544150498,1.63298634104114,0.258408543620896,0.518624139994386
"C_ID23/InsDel23","ID_L/InsDel_L",1,74,27,6873,6975,0.0153653259617419,1.6159086949616,0.261619697883375,0.523847813668805
"C_ID5/InsDel5c","C_ID18/InsDel18",0,157,83,6735,6975,-0.0166528181503265,-1.36227194554382,0.266010733695979,0.525310187413389
"C_ID7/InsDel7","C_ID18/InsDel18",0,157,83,6735,6975,-0.0166528181503265,-1.36227194554382,0.266010733695979,0.525310187413389
"C_ID23/InsDel23","ID_D/InsDel_D",0,75,171,6729,6975,-0.0165280641217199,-1.34760697774715,0.265420070159511,0.525310187413389
"C_ID18/InsDel18","ID_A/InsDel_A_beta",0,83,154,6738,6975,-0.0164893200466342,-1.34259528154534,0.265693531532838,0.525310187413389
"C_ID1/InsDel1b","C_ID18/InsDel18",0,153,83,6739,6975,-0.0164344914456487,-1.33595336226568,0.265664398308873,0.525310187413389
"C_ID14/InsDel14","C_ID23/InsDel23",1,320,74,6580,6975,-0.0162647360152153,-0.883350284363696,0.263601798339577,0.525310187413389
"C_ID7/InsDel7","ID_A/InsDel_A_beta",1,156,153,6665,6975,-0.0162233851822919,-0.876591220345564,0.266945646156653,0.525950117484847
"C_ID17/InsDel17","ID_H/InsDel_H",1,45,46,6883,6975,0.0149399380521082,1.58518299206095,0.268036243058989,0.526893162725547
"C_ID1/InsDel1b","C_ID9/InsDel9",30,123,1111,5711,6975,0.0131556984717155,0.238256759315085,0.269453044033745,0.527270615711488
"C_ID14/InsDel14","ID_K/InsDel_K",2,319,20,6634,6975,0.0120504084846938,0.929147157888694,0.268851535005325,0.527270615711488
"C_ID18/InsDel18","ID_D/InsDel_D",0,83,171,6721,6975,-0.0173973185069753,-1.44951045612844,0.271765687138168,0.529401006441858
"C_ID17/InsDel17","ID_G/InsDel_G",1,45,47,6882,6975,0.014643258965068,1.56376030812743,0.27289627955138,0.529401006441858
"ID_C/InsDel_C","ID_H/InsDel_H",1,46,46,6882,6975,0.0146368728809395,1.56329771993831,0.273001215865488,0.529401006441858
"C_ID1/InsDel1c","C_ID3/InsDel3a",8,565,61,6341,6975,0.0123006393046407,0.438189305635108,0.272410323359137,0.529401006441858
"C_ID14/InsDel14","C_ID17/InsDel17",0,321,46,6608,6975,-0.0178959498107556,-1.50948505863307,0.273616288911747,0.529401403939358
"C_ID2/InsDel2b","ID_A/InsDel_A_beta",0,94,154,6727,6975,-0.0175620206521786,-1.46798222879638,0.274457468289763,0.529838296406919
"C_ID8/InsDel8","C_ID23/InsDel23",6,343,69,6557,6975,0.0143289360090761,0.57965302440947,0.275827037760045,0.530105088195087
"C_ID1/InsDel1b","ID_H/InsDel_H",2,151,45,6777,6975,0.0115938587511964,0.899356362340647,0.275754140777454,0.530105088195087
"C_ID14/InsDel14","ID_H/InsDel_H",0,321,47,6607,6975,-0.0180907306442506,-1.53091378879977,0.277335295646085,0.531816680515098
"C_ID1/InsDel1b","ID_D/InsDel_D",6,147,165,6657,6975,0.0142350211235266,0.572502123992687,0.278914858373352,0.53365709568768
"C_ID3/InsDel3a","ID_A/InsDel_A_alpha",0,69,219,6687,6975,-0.017996518423121,-1.51783077444166,0.280091056120991,0.534719288958256
"ID_F/InsDel_F","ID_L/InsDel_L",1,82,27,6865,6975,0.0139430246071454,1.51274495885681,0.285264428097671,0.539986475946838
"C_ID5/InsDel5c","ID_D/InsDel_D",6,151,165,6653,6975,0.0134437236637594,0.545143668118847,0.285358706801174,0.539986475946838
"C_ID4/InsDel4","C_ID5/InsDel5a",119,654,1054,5148,6975,-0.0134284076306793,-0.114916524800413,0.284180381179989,0.539986475946838
"C_ID1/InsDel1b","ID_G/InsDel_G",2,151,46,6776,6975,0.0112135670423294,0.877468817787491,0.283935168896995,0.539986475946838
"C_ID12/InsDel12","C_ID18/InsDel18",2,89,81,6803,6975,0.0106862060307414,0.846641550977441,0.295038936808238,0.557080097789239
"C_ID10/InsDel10","ID_A/InsDel_A_beta",6,178,148,6643,6975,0.0117957009250073,0.488022829470506,0.302911636935965,0.570551393781877
"C_ID4/InsDel4","ID_N/InsDel_N_alpha",9,764,51,6151,6975,0.0116247621491566,0.394939199067911,0.303498883103484,0.570551393781877
"C_ID3/InsDel3a","C_ID6/InsDel6",9,60,660,6246,6975,0.0117178067585126,0.395427895479203,0.304414376709699,0.571025660886821
"C_ID12/InsDel12","ID_L/InsDel_L",1,90,27,6857,6975,0.0126820870505392,1.41902747554152,0.308178199881354,0.576829195864882
"C_ID10/InsDel10","C_ID11/InsDel11",1,183,13,6778,6975,0.0126060304118426,1.4120718726886,0.312457517354113,0.582307191432666
"C_ID17/InsDel17","ID_D/InsDel_D",2,44,169,6760,6975,0.00999067430413384,0.806800746680268,0.311805936763321,0.582307191432666
"C_ID9/InsDel9","C_ID10/InsDel10",35,1106,149,5685,6975,0.0118517628543005,0.198953497224302,0.313235184424628,0.582495666932192
"C_ID2/InsDel2c","ID_F/InsDel_F",2,94,81,6798,6975,0.00973276991954912,0.791545155723382,0.317085072394002,0.588384153731111
"C_ID1/InsDel1c","C_ID18/InsDel18",4,569,79,6323,6975,-0.0135710857994721,-0.464410276451218,0.317959357235695,0.588737648558996
"C_ID6/InsDel6","ID_G/InsDel_G",2,667,46,6260,6975,-0.0153348812321705,-0.684685637884558,0.319822135420994,0.590916005573982
"C_ID2/InsDel2c","C_ID10/InsDel10",4,92,180,6699,6975,0.0112682436549858,0.590926150213622,0.322714206959226,0.594982724179644
"C_ID4/InsDel4","ID_A/InsDel_A_alpha",29,744,190,6012,6975,0.0123860685743314,0.223621131068971,0.323805786593159,0.595719620206645
"C_ID2/InsDel2b","C_ID13/InsDel13",2,92,338,6543,6975,-0.0149095345237903,-0.649214535501019,0.32939454923227,0.603422780614861
"C_ID17/InsDel17","ID_N/InsDel_N_alpha",1,45,59,6870,6975,0.0115907533727193,1.3367686323715,0.328810558089475,0.603422780614861
"C_ID19/InsDel19b","ID_I/InsDel_I",8,2203,11,4753,6975,0.0116885038340378,0.46655331164411,0.33114933018727,0.605349412507939
"C_ID2/InsDel2b","C_ID8/InsDel8",2,92,347,6534,6975,-0.0154177654522777,-0.676831465611981,0.333258776125386,0.606547420664573
"C_ID1/InsDel1b","ID_B/InsDel_B",22,131,1202,5620,6975,-0.0124777224053294,-0.223473637485509,0.334191035226229,0.606547420664573
"ID_H/InsDel_H","ID_N/InsDel_N_alpha",1,46,59,6869,6975,0.011304372040576,1.31488308532727,0.334622560761524,0.606547420664573
"ID_A/InsDel_A_alpha","ID_F/InsDel_F",4,215,79,6677,6975,0.0105687038202937,0.561858410556301,0.333028656242554,0.606547420664573
"C_ID4/InsDel4","ID_J/InsDel_J",8,765,96,6106,6975,-0.0132865301792054,-0.352897003335265,0.343933360826057,0.622114755611838
"C_ID5/InsDel5b","ID_C/InsDel_C",1,62,46,6866,6975,0.010659881090355,1.26525603274283,0.348099839863218,0.624404087754648
"C_ID5/InsDel5b","ID_H/InsDel_H",1,62,46,6866,6975,0.010659881090355,1.26525603274283,0.348099839863218,0.624404087754648
"C_ID1/InsDel1b","C_ID8/InsDel8",10,143,339,6483,6975,0.0105258562480974,0.33458204195399,0.347833392673074,0.624404087754648
"C_ID2/InsDel2b","C_ID12/InsDel12",2,92,89,6792,6975,0.00847697901964706,0.718417803375469,0.347939535115254,0.624404087754648
"C_ID1/InsDel1c","C_ID2/InsDel2c",5,568,91,6311,6975,-0.0129352574355952,-0.404463548040725,0.350877000214403,0.62807712512391
"ID_E/InsDel_E","ID_J/InsDel_J",2,81,102,6790,6975,0.00831782939670775,0.709104768592998,0.352022339144935,0.628819987559728
"C_ID1/InsDel1a","C_ID23/InsDel23",37,3775,38,3125,6975,-0.0111391987790346,-0.215255862188987,0.353951408815321,0.63095685919253
"C_ID4/InsDel4","ID_H/InsDel_H",7,766,40,6162,6975,0.00999983894071235,0.398004166468848,0.354926550759615,0.631387934305844
"C_ID2/InsDel2a","C_ID13/InsDel13",8,230,332,6405,6975,-0.0132080273860519,-0.341912283739853,0.356102240448636,0.632046259415902
"C_ID1/InsDel1a","ID_I/InsDel_I",8,3804,11,3152,6975,-0.0131721718098439,-0.490269659650436,0.356764787544865,0.632046259415902
"C_ID4/InsDel4","ID_L/InsDel_L",1,772,27,6175,6975,-0.0151903302388116,-0.830007775458193,0.359243729583749,0.635131111235334
"C_ID3/InsDel3b","ID_L/InsDel_L",1,786,27,6161,6975,-0.0154743930844769,-0.850238085684516,0.361574951140824,0.637942690434937
"C_ID2/InsDel2a","C_ID18/InsDel18",4,234,79,6658,6975,0.00850571786338774,0.474514300171853,0.369340419341258,0.650311045097798
"C_ID2/InsDel2b","ID_A/InsDel_A_alpha",1,93,218,6663,6975,-0.0139134057485946,-0.71488219170234,0.372348403049428,0.652936812679344
"C_ID12/InsDel12","ID_A/InsDel_A_alpha",1,90,218,6666,6975,-0.0134553775357764,-0.681820493577848,0.371860632621967,0.652936812679344
"C_ID8/InsDel8","C_ID9/InsDel9",63,286,1078,5548,6975,0.0105051287025143,0.131257803855259,0.3733837938602,0.653421639255351
"C_ID1/InsDel1a","C_ID17/InsDel17",22,3790,24,3139,6975,-0.0111723243684991,-0.273592193282501,0.375075409859623,0.655050563669647
"C_ID17/InsDel17","C_ID19/InsDel19a",1,45,70,6859,6975,0.00938346138474377,1.16552990409926,0.376356196390514,0.655956852413426
"C_ID3/InsDel3a","ID_G/InsDel_G",1,68,47,6859,6975,0.00920250100998424,1.15129148356561,0.380489847122769,0.661821734086271
"C_ID14/InsDel14","C_ID19/InsDel19a",5,316,66,6588,6975,0.0118096557024544,0.543303886977693,0.382181094801525,0.663423231097001
"C_ID18/InsDel18","ID_B/InsDel_B",11,72,1213,5679,6975,-0.0123922258835832,-0.297885071986604,0.383040552704389,0.663577295530139
"C_ID6/InsDel6","C_ID11/InsDel11",0,669,14,6292,6975,-0.014607109222036,-1.12671326810823,0.387815052742563,0.670499518898287
"C_ID3/InsDel3b","C_ID11/InsDel11",0,787,14,6174,6975,-0.0159933858367215,-1.30797601412839,0.390990909178132,0.674635616838421
"C_ID5/InsDel5c","ID_K/InsDel_K",1,156,21,6797,6975,0.00870142227675098,1.10866633950097,0.39445088267441,0.675967775143472
"C_ID7/InsDel7","ID_K/InsDel_K",1,156,21,6797,6975,0.00870142227675098,1.10866633950097,0.39445088267441,0.675967775143472
"C_ID7/InsDel7","ID_N/InsDel_N_alpha",2,155,58,6760,6975,0.00679748346680869,0.619470376815868,0.392866999061606,0.675967775143472
"C_ID12/InsDel12","ID_J/InsDel_J",2,89,102,6782,6975,0.00670488754681711,0.614290352547969,0.394903357604142,0.675967775143472
"C_ID1/InsDel1c","ID_I/InsDel_I",0,573,19,6383,6975,-0.015635669786647,-1.25384776743867,0.397024440464614,0.678250085793716
"C_ID8/InsDel8","ID_L/InsDel_L",0,349,28,6598,6975,-0.0145702620902488,-1.10495720005153,0.399487447633457,0.681106321608726
"C_ID1/InsDel1c","ID_M/InsDel_M",1,572,5,6397,6975,0.00903106683834775,1.11436684847529,0.402214869358434,0.684401190746267
"C_ID1/InsDel1b","C_ID6/InsDel6",11,142,658,6164,6975,-0.0122149270991235,-0.280397176214229,0.403311553786091,0.684913703766912
"C_ID5/InsDel5b","C_ID7/InsDel7",0,63,157,6755,6975,-0.0144873761989786,-1.08550027782427,0.405323577886509,0.686975591654103
"C_ID19/InsDel19b","ID_F/InsDel_F",30,2181,53,4711,6975,0.0104849410795068,0.208038644794552,0.406422659644926,0.687485088318824
"C_ID3/InsDel3a","C_ID5/InsDel5c",0,69,157,6749,6975,-0.0151681489977911,-1.1766756843475,0.408928328352631,0.689016224484569
"C_ID3/InsDel3a","C_ID7/InsDel7",0,69,157,6749,6975,-0.0151681489977911,-1.1766756843475,0.408928328352631,0.689016224484569
"C_ID5/InsDel5c","C_ID19/InsDel19a",0,157,71,6747,6975,-0.015388635422976,-1.20534274363344,0.411367948274253,0.691773053640883
"C_ID7/InsDel7","C_ID23/InsDel23",0,157,75,6743,6975,-0.0158207626126741,-1.2603709381237,0.417879504900318,0.701353321090007
"C_ID3/InsDel3b","C_ID5/InsDel5b",9,778,54,6134,6975,0.00906028421862557,0.317405959894481,0.423343739903398,0.709141945635847
"C_ID17/InsDel17","C_ID18/InsDel18",1,45,82,6847,6975,0.00739347663604663,1.00659338994786,0.424468484882781,0.709645369871989
"ID_A/InsDel_A_beta","ID_E/InsDel_E",3,151,80,6741,6975,0.010504814046295,0.659957890195556,0.432302348411469,0.721341709267975
"C_ID5/InsDel5c","ID_E/InsDel_E",3,154,80,6738,6975,0.010088047462104,0.639904314942264,0.436471625074029,0.726889882376671
"ID_E/InsDel_E","ID_G/InsDel_G",1,82,47,6845,6975,0.00685822169792411,0.963283884800744,0.438175056528261,0.72691468915382
"ID_F/InsDel_F","ID_G/InsDel_G",1,82,47,6845,6975,0.00685822169792411,0.963283884800744,0.438175056528261,0.72691468915382
"C_ID8/InsDel8","ID_E/InsDel_E",2,347,81,6545,6975,-0.0130566893382751,-0.548543883757355,0.442091228632664,0.732001053562931
"C_ID10/InsDel10","ID_K/InsDel_K",1,183,21,6770,6975,0.00669498318513248,0.945527723902801,0.445145786064147,0.735643995779712
"ID_B/InsDel_B","ID_H/InsDel_H",10,1214,37,5714,6975,0.0080728525129246,0.275708659082538,0.44734405817758,0.737860601706698
"C_ID13/InsDel13","ID_A/InsDel_A_beta",5,335,149,6486,6975,-0.0113585090747187,-0.340691883992985,0.448856764573794,0.738940103820338
"C_ID12/InsDel12","ID_A/InsDel_A_beta",3,88,151,6733,6975,0.00851952498297676,0.564025138422157,0.45516925433491,0.74505841821741
"C_ID6/InsDel6","ID_M/InsDel_M",1,668,5,6301,6975,0.0070499738784564,0.944223598605288,0.454041806698098,0.74505841821741
"C_ID12/InsDel12","C_ID17/InsDel17",1,90,45,6839,6975,0.00624156058976943,0.912872839974878,0.454505653455484,0.74505841821741
"ID_D/InsDel_D","ID_E/InsDel_E",3,168,80,6724,6975,0.00825186698999209,0.551082886542038,0.458733895128489,0.749468470029656
"C_ID19/InsDel19a","ID_N/InsDel_N_alpha",1,70,59,6845,6975,0.00602030578744539,0.895222866812168,0.460173304838465,0.750396241412724
"C_ID12/InsDel12","ID_C/InsDel_C",1,90,46,6838,6975,0.00597376246686667,0.890986633130579,0.461669744310665,0.751413326751385
"C_ID4/InsDel4","C_ID23/InsDel23",10,763,65,6137,6975,0.00747566980798712,0.25358476196636,0.464059969272599,0.753878553856052
"C_ID2/InsDel2b","C_ID17/InsDel17",1,93,45,6836,6975,0.00583856104734265,0.879822529605755,0.465369556886246,0.7545822758551
"C_ID5/InsDel5c","ID_L/InsDel_L",1,156,27,6791,6975,0.0056519114936742,0.861650202717976,0.472023534740786,0.76346702651806
"C_ID2/InsDel2b","ID_H/InsDel_H",1,93,46,6835,6975,0.00557170550887928,0.857936258592259,0.472622444987371,0.76346702651806
"C_ID2/InsDel2a","C_ID5/InsDel5b",3,235,60,6677,6975,0.00709796792309453,0.494907634986216,0.475704908918941,0.767007353144585
"C_ID14/InsDel14","ID_C/InsDel_C",3,318,44,6610,6975,0.00700031056546265,0.490065877261107,0.476864733183266,0.767440252842602
"C_ID2/InsDel2c","ID_H/InsDel_H",1,95,46,6833,6975,0.00531145213505794,0.836478814433024,0.479802762505271,0.770727944994475
"ID_B/InsDel_B","ID_N/InsDel_N_alpha",8,1216,52,5699,6975,-0.0103220146393199,-0.276346437648051,0.495433185688833,0.794353766998296
"C_ID8/InsDel8","C_ID17/InsDel17",3,346,43,6583,6975,0.00567368870346671,0.42444100956717,0.500218374502575,0.799911784431594
"ID_A/InsDel_A_beta","ID_J/InsDel_J",3,151,101,6720,6975,0.0056660708793353,0.425036380575305,0.500757783749859,0.799911784431594
"C_ID3/InsDel3b","ID_K/InsDel_K",1,786,21,6167,6975,-0.0119789447414292,-0.603131701120273,0.503555523747198,0.802891307308033
"ID_H/InsDel_H","ID_J/InsDel_J",1,46,103,6825,6975,0.00432656205081502,0.754862060252462,0.507579349428704,0.807811127279323
"C_ID8/InsDel8","ID_C/InsDel_C",3,346,44,6582,6975,0.00521121822762612,0.40156085206368,0.509103644191895,0.808742135884173
"C_ID6/InsDel6","ID_N/InsDel_N_alpha",7,662,53,6253,6975,0.00656459689922232,0.280097394768888,0.511513422264824,0.808831949502642
"C_ID2/InsDel2a","C_ID3/InsDel3a",3,235,66,6671,6975,0.00515160270282713,0.399450108559562,0.510413504080985,0.808831949502642
"C_ID3/InsDel3b","ID_M/InsDel_M",1,786,5,6183,6975,0.00499272695281586,0.762764026553518,0.512563879453123,0.808831949502642
"C_ID8/InsDel8","C_ID11/InsDel11",1,348,13,6613,6975,0.00440048126175985,0.746005485929304,0.512917821635822,0.808831949502642
"C_ID18/InsDel18","ID_N/InsDel_N_alpha",1,82,59,6833,6975,0.0040950527648997,0.7362827686208,0.513896735967329,0.808894131019872
"C_ID2/InsDel2a","C_ID23/InsDel23",1,237,74,6663,6975,-0.0119385707194692,-0.571101489732264,0.521259656897949,0.818986431731996
"ID_A/InsDel_A_alpha","ID_E/InsDel_E",1,218,82,6674,6975,-0.0121763468265896,-0.588069625672329,0.522822733117984,0.819946034999243
"C_ID14/InsDel14","ID_N/InsDel_N_alpha",1,320,59,6595,6975,-0.0130499704698933,-0.65625060351517,0.527119103706429,0.825180996893155
"C_ID5/InsDel5b","ID_F/InsDel_F",1,62,82,6830,6975,0.00349832713994992,0.686653414352715,0.531193885523409,0.830050699520246
"C_ID8/InsDel8","ID_N/InsDel_N_alpha",4,345,56,6570,6975,0.00710557279315938,0.415189327499847,0.543127996376101,0.847161603043158
"C_ID9/InsDel9","C_ID17/InsDel17",9,1132,37,5797,6975,0.0070637112214817,0.259950077402628,0.54820928506702,0.853541038775233
"C_ID2/InsDel2b","ID_N/InsDel_N_alpha",1,93,59,6822,6975,0.00257703218499704,0.609508611844433,0.558504230054227,0.868000256456119
"C_ID3/InsDel3a","ID_E/InsDel_E",1,68,82,6824,6975,0.00239036968504224,0.5941074267956,0.563984321830479,0.874937839812688
"C_ID11/InsDel11","C_ID19/InsDel19b",3,11,2208,4753,6975,-0.00989868601933502,-0.423016430111332,0.569032414278212,0.881181490456009
"C_ID2/InsDel2a","C_ID2/InsDel2c",4,234,92,6645,6975,0.0049095684389675,0.321108377232948,0.570519975275786,0.881898920489141
"C_ID6/InsDel6","ID_F/InsDel_F",6,663,77,6229,6975,-0.00880418428162776,-0.238953261491054,0.575424463181168,0.886011626876563
