InsDel1a	InsDel1b	InsDel1c	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel24a	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel23	InsDel24b	InsDel25	InsDel28	InsDel29	InsDel30	InsDel32	InsDel33	InsDel34a	InsDel34b	InsDel35	InsDel36	InsDel38	InsDel39
A[Ins(C):R0]A	0.00155550345337374	0.0398192755473058	0.000352002447949585	0.00656141366883676	0.00113293239468053	0.000100571407105479	0.000648905377894488	0.000747519980052389	0.000105740015193233	0.00106642531162526	0.000566069331014616	0.00131604318614093	0.00142078332244853	5.25096625731342e-05	0.00149569482691449	0.00121288476771615	0.00120006506293181	0.00165553468589978	0.00025165771743935	0.000631341604402577	0.00603553033979558	0.313045914620494	0.000158139230218242	0.00309250177404848	0.00193640141505252	0.000758524385783301	0.00311132540621737	0.000844443179444498	0.000467202343696722	0.000585988428849806	0.00334812653146981	0.000531283069352131	0.00236510335965422	0.0447313808481515	0.000334741848799385	0.000815236502159194	0.000943811852673075	0.00540376255569702	0.0054322125775657	0.000421154285265259	0.000237695509862896
A[Ins(C):R0]T	0.000117595150786081	0.00103171823899499	6.73960857665872e-05	0.00193585350627621	0.000124376411112277	4.07487923680635e-05	3.55250467291981e-05	0.00142251035976889	6.55636855360615e-05	0.000194618238718293	0.000135055547140974	0.000660173261203661	0.000551875810161304	3.98269117646521e-06	0.000259581444602511	0.000799387026114959	0.000468835573609127	0.00107010113246237	1.19143580060713e-06	0.000574130395445895	0.000686880086764502	0.220654596832575	0.000223550951094187	0.00205012063876109	0.00137747848153685	0.0011574555930226	0.000881085147146945	0.000298378678646641	0.00104257906048874	8.37326755520991e-05	0.000272312449825672	0.000200294244340576	0.000705871592530711	0.0325774444437436	4.00321791662126e-05	2.83834758972253e-06	0.000989805834415719	0.025149581785155	3.48442115302483e-06	5.26078082607581e-05	3.66060846811441e-05
Ins(C):R(0,3)	0.00765714299773148	0.00563697892478611	0.00305481858933334	0.00816085920071983	0.000933127409732076	0.00113540094021506	0.00322410509005157	0.0206623029188922	0.00284470327812892	0.0183104111685861	0.017313726934216	0.0142185046092946	0.00245572550838187	0.000765113998847608	0.00684233097161239	0.00159859660961937	0.01594290593902	0.0191565370632627	0.382398402628784	0.00258894305280098	0.0207557974974229	0.0631725840718172	0.0532705380812924	0.000741251533740206	0.0253459272952642	0.0149457219129639	0.0123603897646785	0.00179886812856301	0.00236245434301802	0.0130060635134934	0.350091336535774	0.00118893374300018	0.0101890268306671	0.0742533100363962	0.000584786827776041	0.000435844040999616	0.00576536239756507	0.00982015541230559	0.00716496543951991	0.00641693880919758	0.00455037297126213
Ins(C):R(4,6)	0.00879423383229525	0.00301887474089106	0.00913384075806385	0.0144665721940843	0.00257455495935706	0.0161760153651605	0.0106892062262969	0.0123192375541356	0.000402282459537937	0.00733711489753365	0.00170977379717875	0.00562803439680098	8.54950301355563e-05	0.00604863254533729	0.000905399150731355	0.00101810520755468	0.00200000808265207	0.00546802953557815	0.0190895153517165	0.00169025354657097	0.0035359084179075	0.000426012789255752	0.0105850507450153	0.000356505693402708	0.00970323307622599	0.00574916784166622	0.00218496784221183	0.00190624720329684	0.00204418129862207	0.00156464813270191	0.0447052000598823	0.000268948936158149	0.00553583277776732	1.26156699236121e-05	0.00365707357934574	3.46909149854976e-06	0.00243950352590152	0.556413533106412	4.47997005388906e-06	0.0184836576395998	0.00933477344875042
Ins(C):R(7,9)	0.0169979294389965	9.64126306402911e-05	0.0130663028442118	0.00827383094468012	0.00552354327021032	0.00216047995045237	0.0185019521802557	0.000390355856153429	0.000159222405625703	0.00276228431944621	0.000149967659144486	0.00226866989276183	4.53182564531526e-05	0.00577206262486247	0.00014930210549611	0.00121129181700778	0.000166301994678323	0.00481476292199759	8.60481411549593e-07	0.00163537115209014	0.00119623685954224	0.00050910290282283	0.000204000520553052	0.000255251090413923	0.00752679669047779	0.00330211227152246	0.0100194835977315	0.00233039096680518	0.00178393409743519	0.000948630417332165	0.0126961344767449	0.00109551084158746	0.00182381057943551	1.89235048854182e-05	0.00380637225703326	0.000540232157910522	0.000795374549760165	0.0254385488342502	1.99109780172847e-06	0.0378226817006833	0.00111382332207081
A[Ins(T):R(0,4)]A	0.010542095306597	0.0101231170467937	0.00873940536429458	0.00974378322536797	0.00204694367003212	0.00190076594572684	0.000515215226541671	0.00426677916304201	0.00234453421887582	0.0130880854820308	0.0297170692615041	0.0184671087673346	0.00134155557986631	0.000648116485304825	0.00333258716207047	0.00216619116012612	0.00512912178418651	0.00496609403469075	0.0692976790433459	0.00803472045027473	0.0287327861282469	0.0530451038766348	0.0307470717406246	0.00757535265794632	0.0175238396080995	0.010321751804879	0.0199515749724436	0.00815579531337259	0.00147512862210331	0.00454588619906096	0.00611561343773092	0.00098494913490065	0.00317661192466404	0.0877016141749667	0.00120554577272679	0.00209375440535199	0.0210236620091725	0.00464079506094685	6.96884230604965e-06	0.00728520448425422	0.00363315760218786
A[Ins(T):R(0,4)]C	0.00352387172965938	0.00328411779555665	0.00555620705486016	0.0071635381525611	0.000424685306931675	0.00221465792360457	0.000325281086454616	0.00260549380861926	0.00093573818300689	0.0041916156065648	0.0131629804552032	0.00832310019367275	0.00136907473966799	0.000561107732874812	0.000369346385195245	0.00475406661865849	0.00204658551890564	0.00556362241947484	0.0722366202090546	0.00400354259258066	0.00964505584249917	0.00445512201294088	0.00234404180759078	0.00494399595639779	0.00411230888928139	0.00251465982745723	0.00729120039129462	0.00153148300984621	0.00814325585853914	0.00159702591947107	0.00908499456817531	0.000935671339585632	0.00604072116260633	0.0276144398957946	0.000388831912436175	0.00412443441982125	0.0105197204832063	0.00626357731758266	0.00312801464651543	0.00185039581042394	0.00769434016907471
A[Ins(T):R(0,4)]G	0.0044685732208825	0.00746759376582155	0.00948573286814216	0.00758133962266118	0.000870093745916552	0.00416469066403806	0.000649553688987214	0.0414211993573784	0.000379304478750931	0.00466016966415862	0.0203371972485177	0.0160584946294877	0.00189265778373575	0.00124521022960051	0.00226736136726927	0.00234901350800827	0.0022961928900171	0.00479807788357355	0.0818975097800332	0.00870068376321825	0.00526605525880389	0.00608834500066587	0.0080891733506985	0.00142324422605911	0.00441144286976183	0.00178363000506712	0.00884886824753094	0.00716065848468522	0.00222228994163983	0.00286139338697486	0.0204503335298108	0.00132659127415976	0.00705525648597071	0.0397229598884775	0.00068840900630916	0.00223283343724839	0.0271952965854049	0.00552108160287739	0.00122601847141431	0.00381184573558501	0.0120008130839997
C[Ins(T):R(0,4)]A	0.00309919313677553	0.0181561134441542	0.00446866236217063	0.00564110501382746	7.58173013644483e-05	0.00228066960617521	0.000177199029131328	0.00513083490269866	0.000508891570746456	0.00975195615191565	0.0121773678966511	0.0070168275653614	0.000459821275384035	0.000415629711147461	0.0022706760742691	0.00276239026601136	0.00290146002649154	0.0150292851568514	0.0324277053303911	0.00425389014873439	0.00654354530064058	0.00150876497158677	0.0257139321621072	0.000610674232822453	0.00617785811209439	0.00385132762824022	0.00370524480833402	0.00115984682591085	0.00285580344971589	0.00367061642284691	0.00300267979020555	0.00281548892420873	0.00388211859743353	0.0194697633931106	0.000279986332663989	0.00107037241327981	0.0196510366103462	0.00554627763985572	6.47106785561753e-06	0.00220593730226872	0.00762712548146523
C[Ins(T):R(0,4)]C	0.00311103487318735	0.0151641843377525	0.00517426019413387	0.00225290281364567	0.00012892442673464	0.00270790432355954	0.000447433701509103	0.0047178942713215	0.00054453598058794	0.00506718728521916	0.00704911269731115	0.00427189080318729	0.000983455841938436	0.000774969089112245	0.00126608603581418	0.00813873602151979	0.00254720450655276	0.00376666563933461	0.0573602866117962	0.00522578205665524	0.0246370496654706	0.000358133998196604	0.00254370286342092	0.000669976376283525	0.00962948798872649	0.00520835349723355	0.0100891887474979	0.00239572099759721	0.0223156150243812	0.00224690575510082	0.0220944433467651	0.000237197881930144	0.00508601808329224	0.0197119842556439	0.000479319822496784	0.00273932079603666	0.0248893146915905	0.00607696916871188	1.99109780172847e-06	0.00440288107577576	0.0138488435372449
