InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel13	InsDel_D	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_Aα	InsDel_Aβ	InsDel_B	InsDel14	InsDel_F	InsDel_J	InsDel_O	InsDel1d	InsDel_E	InsDel_G	InsDel_Kβ	InsDel15	InsDel16	InsDel_N
T[Ins(C):R7]T	0.000625535625	4.751e-05	0.000682788873088511	0.0002792975	0.00013341	0.00050393	0.00014291	7.224375e-05	7.429e-05	6.346e-05	3.012e-05	0.000128040228269188	0.00015309046875	0.0003064690625	5.2332003509388e-05	4.48735597238514e-05	5.341e-05	2.818e-05	6.66625e-05	5.82904772989804e-05	9.91497517277357e-05	8.489e-05	0.00018247	0.000229782576137946	0.000194026772116816	0.00010286	0.0003472	9.2e-07	0.000164705	0.000699317297688276	0.000917566470274975	7.82352046827545e-05	0.000300213606682205	0.000112702798183764	0	0	0.000160357162027025
T[Ins(C):R8]A	0.001245548125	3.71e-06	0.000204171396069185	0.000705355	8.703e-05	0.00093813	4.145e-05	1.777625e-05	0.000194085	0.00013351	1.98e-06	0.00013191843343736	6.8195625e-05	0.0003254284375	7.97233161529902e-05	6.51269169493277e-05	8.194e-05	8.04e-05	7.013e-05	0.000155747678872118	0.000287405473176832	0.00027537875	0.00041809	0.000360979251518032	0.00046071451827349	0.000147605	0.00034279	0	0.000211035	0.0017211821050953	0.000573241074330654	0.000135759599727407	0.000286909885307542	7.76352009071608e-05	0	0	0.000260348038854127
T[Ins(C):R8]G	0.000230585625	0	7.82230900265065e-05	3.0275e-06	7.58e-06	0.00015625	7.88e-06	4.3125e-07	7.1585e-05	5.6e-07	2e-07	1.63339257317217e-05	2.297796875e-05	4.339375e-05	3.24532133396138e-05	1.91594224626116e-05	3.2e-05	1.167e-05	5.0385e-05	8.69608401679654e-05	0.000118815705505666	5.87825e-05	0.00016824	7.05814975550171e-05	0.000112828213867713	1.695e-05	2.8e-06	3.689e-05	4.5315e-05	0.000247049814653054	0.0001473972579572	0.000282233510647282	8.29295466189296e-05	6.42412186658973e-06	0	0	6.03911914868392e-05
T[Ins(C):R8]T	0.000502224375	0	0.000290760312955669	0.00029034	2.816e-05	0.00029376	0.00010414	1.310125e-05	8.39875e-05	3.598e-05	0	6.69657691409984e-05	3.385515625e-05	6.72884375e-05	4.90163913655144e-05	6.05910898837913e-05	1.788e-05	6.235e-06	0.00012472	0.000392461296756486	0.000126366974451467	2.8205625e-05	5.772e-05	9.87451071433236e-05	0.000271367715697324	1.6735e-05	0.00011521	0.00026226	0.00012087	0.00046285780487567	0.000190951227324293	0.000118472904572823	0.000297247168431619	2.22661311298304e-05	0	0	6.92145713413631e-05
T[Ins(C):R(9,)]A	0.000408915625	5.16e-06	2.96021565814595e-05	0.0002677225	0	0.00015618	2.219e-05	5.525e-07	3.4465e-05	1.151e-05	3.59e-06	1.32144365203217e-05	2.20284375e-05	2.20578125e-05	3.38923493209135e-05	1.1780921424875e-05	3.134e-05	2.602e-05	6.98375e-05	0.000405145115437098	9.85516424103343e-05	0.000109503125	0.00024206	0.00014027674623096	0.00014528669310489	8.8855e-05	0.00013471	0.00023501	4.181e-05	0.000586868062537658	0.000101253293969547	0.000541899469101168	0.00011072356466849	8.43555808209962e-06	0	0	3.2560382143295e-05
T[Ins(C):R(9,)]G	7.5499375e-05	0	8.07015314559177e-06	1.51925e-05	1.98e-06	6.48e-06	1e-07	1.43e-06	1.03825e-05	1.28e-06	2e-08	1.1497951291722e-06	1.65753125e-05	1.294375e-06	7.85653070965744e-06	5.28179274224601e-06	5.76e-06	1.1845e-05	5.115e-06	4.41888222053729e-06	3.3641605329607e-05	2.511875e-05	2.663e-05	6.4823533280792e-05	8.03915391592366e-05	1.59e-05	9e-08	1.63e-06	9.915e-06	5.83356837586446e-05	7.52648009393224e-07	4.75902078361112e-05	4.65177740583447e-05	1.04937718840167e-05	0	0	8.12731467806389e-08
T[Ins(C):R(9,)]T	0.000190109375	0	2.16798402930607e-05	3.1575e-05	0	4.547e-05	9e-08	2.7e-07	3.115e-06	4.1e-07	3e-08	2.40374044947701e-06	2.035625e-06	4.8190625e-06	1.09784547718183e-05	6.53248035222849e-06	6.48e-06	1.55e-07	3.845e-06	2.05992156004877e-05	7.57479340462579e-05	7.2316875e-05	7.437e-05	5.10787153358677e-05	3.12878448743084e-05	4.709e-05	0.00014192	4.238e-05	1.435e-05	0.000144855333785993	9.17566470274975e-06	3.99723514343639e-05	3.92776535823377e-05	1.76195575467146e-06	0	0	1.07726245200531e-05
A[Ins(T):R0]A	0.00453158875	0.00382987	0.00199659763039085	0.0042902325	0.00052938	0.00017656	0.0021395	0.00195834625	0.001811515	0.00405738	0.00234087	0.00226988169715452	0.0020680140625	0.0002759240625	0.00203938708200826	0.00360959005602984	0.00043604	0.01976978	0.02367596	0.00110257525930094	0.00667498200245028	0.00345174	0.00974682	0.000750106191985823	0.000609486484749347	0.001112265	0.01441707	0.00145766	0.00045108	0.00395079976917847	0.00305367006775758	0.00128798931611707	0.00129057158629401	0.000739506863511532	0	0.0211981566820276	0.000766303527279345
A[Ins(T):R0]C	0.00025451125	7.527e-05	9.84071691762031e-05	0.0002217	1.556e-05	5.95e-06	0.00067264	0.00148218	0.00012577	0.0012515	0.00114993	0.000558008364191141	0.0004409284375	3.535375e-05	0.000161420040243073	0.000964201215011774	9.76e-06	0.000658575	0.0008523575	0.000143129270716301	0.00106502406961128	0.00123989625	0.00083814	0.000453000542315325	0.000220786679422565	0.00045944	0.00031569	0.00028225	1.5565e-05	0.000109181836466087	0.000317595323257782	0.000782232601404811	0.0023912911245505	4.5623739275829e-05	0	0.0285714285714286	9.67805875292672e-06
A[Ins(T):R0]G	0.00050550375	0.00389564	0.000337581115257249	0.000374675	0.00132715	5.383e-05	0.00129781	0.00274981125	0.00022877	0.00131298	0.00085512	0.00102848569972439	0.0010050025	0.00024863875	0.00076853479515275	0.000700055991783474	7.811e-05	0.0012019	0.0008213325	0.000214747086811249	0.00159082744567797	0.00078154625	0.0024741	0.000693184602303484	0.00021104325366519	0.00035247	0.00067653	0.00051508	7.984e-05	0.000301533424575074	0.000293997594492689	0.0153292456593088	0.00211309955098281	0.00235272548593687	0	0.015668202764977	8.53617104065874e-05
A[Ins(T):R1]A	0.00179966375	0.00019131	0.00115998015925021	0.0004261125	0.00011384	3.566e-05	0.00024646	0.00203869875	0.0031786175	0.00542542	0.00656748	0.00672955926904238	0.00089902984375	0.0001365053125	0.0014217001532844	0.00144063092696342	0.02713439	0.004025385	0.0074421675	0.00203057423701909	0.00667313870108295	0.00425729375	0.0026955	0.00149105270992804	0.000728187208445982	0.00351196	0.00308094	0.00108968	6.1335e-05	0.000712885013115881	0.00235540087704302	0.00243428665007237	0.00188945021833438	0.000261221635026645	0	0.000921658986175115	7.58724150913448e-05
A[Ins(T):R1]C	0.00018825	0.00016715	0.000197779626067019	0.00050333	8.982e-05	1.498e-05	0.00048534	0.00093678625	0.0002898725	0.00063207	0.00193016	0.00147015899576133	0.00050299875	5.29575e-05	0.000372439744149329	0.00104361154032826	0.02901707	0.00242311	0.001422325	0.000433328002722002	0.00148133138969136	0.000781814375	0.00223504	0.000351543619739624	0.000442904328171545	0.000630055	0.00105015	0.00010785	1.815e-05	0.000122589761893702	0.00100312483957806	0.00626942049220163	0.00217459029641445	0.000150982456393661	0	0.00645161290322581	6.14267686796893e-06
A[Ins(T):R1]G	0.00045383875	0.00066962	0.00100320352033994	6.46425e-05	0.00024549	5.249e-05	0.00023034	0.01190822125	0.000735155	0.00188499	0.004844	0.00546835899739759	0.00049144265625	0.0001708965625	0.000831468621077388	0.000969271780513223	0.03967513	0.00189539	0.00175138	0.000147194529183365	0.00141600541588568	0.000556829375	0.00089369	0.000369029787742916	0.00192033501582805	0.00204484	0.0008247	0.00062227	3.7985e-05	0.000251342943070761	0.000612943256826147	0.00119923371523509	0.00333476932408015	0.000362978477991122	0	0.00645161290322581	2.70154561613256e-05
A[Ins(T):R2]A	0.00130553375	0.0003267	0.00110032363923	0.0006962175	3.433e-05	6.014e-05	0.00307749	0.000916155	0.000855475	0.00106492	0.01061548	0.00314337286559569	0.00020135109375	0.000273441875	0.000711807161177857	0.000385441910394841	0.01499798	0.00189743	0.0029757975	0.000507067281634466	0.00258419279755662	0.002225975625	0.00225594	0.000847174325202276	0.00227598293734842	0.002616645	0.00199351	0.00030897	0.00011328	0.000961541543807743	0.00101662823033482	0.00231116644723488	0.00140602134071767	0.000207630113532788	0	0.000921658986175115	0.000119295870901916
A[Ins(T):R2]C	0.000525881875	0.00020312	0.000115025771181834	0.000344965	9.503e-05	2.183e-05	0.00090361	0.00043308	0.0006856925	0.00103123	0.00445489	0.00217269968877548	0.00031100734375	0.0002448553125	0.000158201011035702	0.000205742002870238	0.0191194	0.00299726	0.00067507	0.000389059537805563	0.000974220478006965	0.00047983375	0.00096966	0.000594513791473376	0.00249175916029063	0.00070733	0.00038725	0.00030402	3.074e-05	0.000242025791471212	0.00113304516802302	0.00255776443859144	0.000804216493318239	0.000201876470404702	0	0.00184331797235023	2.3660972570815e-05
A[Ins(T):R2]G	0.00064102625	0.00106073	0.00122251514984283	0.000460405	0.00048134	4.866e-05	0.00264968	0.0123254225	0.0002223475	0.00012291	0.00804495	0.00310290556479068	0.00020739078125	0.0008302075	0.000723598232641337	0.000533544446140846	0.01693384	0.000362485	0.0007760875	0.000136755102864975	0.000823680557224953	0.000287551875	0.00131519	0.00066735601970196	0.000930281639234162	0.000942855	0.00039513	0.0001159	0.00017088	0.000421416894299953	0.00145555484004802	0.00052066228595957	0.0018454865978884	0.000864855202554044	0	0.00184331797235023	4.83483463340371e-05
A[Ins(T):R3]A	0.001529545625	0.00085342	0.00078579637740913	0.000628495	0.00018445	5e-06	0.00125217	0.00078259625	0.000832745	0.00129253	0.00497676	0.00175299102990742	0.0003290190625	0.0001941153125	0.000318052267108558	0.000222723561308	0.01372803	0.00301056	0.0013210775	0.00144086712320692	0.0017688685875454	0.001361400625	0.0003984	0.000259108392340129	0.000464694110057247	0.001218235	0.00128476	9.33e-06	7.057e-05	0.000962822195715533	0.00129368017626308	0.000869449138307223	0.000952176399823747	0.000438181244405108	0	0	0.000126913262126792
A[Ins(T):R3]C	0.000486659375	0.00060068	0.000963913701469486	0.0003929825	0.00016601	2.392e-05	0.00046849	0.000357605	0.000642725	0.00016446	0.00324118	0.0013696234137606	8.9845e-05	0.0002465209375	0.00042880064036111	0.000112649710961702	0.01251993	0.002817	0.00040167	0.000729709339034101	0.000556016882626863	0.00012877875	0.00215461	0.000184812079124321	0.0028040175486512	0.00015823	0.00025607	0	8.5085e-05	0.000207439891530165	0.000761823674095974	0.000283841428501685	0.000709883756949598	0.000319880728381282	0	0.000921658986175115	4.72616457101476e-05
A[Ins(T):R3]G	0.000607571875	0.00136157	0.00102758790549106	0.0002944375	0.00048457	5.4e-05	0.0011186	0.00740991875	0.00040728	0.00080944	0.00340983	0.00199768426007541	0.00020012265625	0.000430314375	0.000358272363102336	0.000406039901539512	0.01149973	0.00083013	0.000638055	0.000404040344225067	0.000347213943961115	0.00019135375	0.00037105	0.000461703824720605	0.000232167375134883	0.0005567	9.651e-05	0.00023046	0.000122415	0.000293456977821718	0.000976394766891519	0.000481368403753454	0.000651731511515226	0.000913613040119156	0	0	3.63068120384412e-05
A[Ins(T):R4]A	0.001797745625	0.00494301	0.00345984336145811	0.0006718875	0.00208401	0.00024541	0.00106706	0.0005037675	0.0005982475	0.00025228	0.00261148	0.00155553991145765	0.00033529953125	0.0005062340625	0.000372879815710946	0.000243932999728663	0.00669408	0.001514245	0.0009995475	0.00198888451221897	0.00060390781165805	0.000649615	0.00031238	0.000371078243235866	0.000852621356765728	0.000441295	0.00124311	0.0002302	0.00025442	0.000749999900926265	0.00179855203362282	0.000835022975729411	0.000742202850296662	0.0032785006985219	0	0.000921658986175115	0.000333115033224128
A[Ins(T):R4]C	0.002140036875	0.00290458	0.00536443428896063	0.0009109425	0.00204794	0.00024666	0.00086608	0.000261255	0.00074214	0.00079939	0.00173469	0.00120414088660233	0.00023994359375	0.0004596828125	0.000243098917176945	0.00026059660558291	0.00528259	0.001937935	0.000520985	0.0018378871941759	0.000677340056325251	0.00049203875	0.00153583	0.000228408094343454	0.00306454185487542	0.00016	0.00070777	0.00099603	0.000196645	0.000883719934637104	0.00242146787657343	0.000518766295042188	0.000683014865405306	0.00268874448162864	0	0.000921658986175115	0.00012261889391948
A[Ins(T):R4]G	0.001752263125	0.00323341	0.00467935829272849	0.0010285925	0.00167785	0.00028977	0.00213983	0.002624425	0.00073285	0.00160277	0.00159923	0.00199799136323674	0.0003151134375	0.0005630621875	0.00029042945095814	0.000460868934638824	0.00559882	0.0009035	0.00063488	0.000609162118676876	0.000449456754965069	0.00042547625	0.00045963	0.00126473021923414	0.000418166515294282	0.000484375	0.00155583	0.00073213	0.00021799	0.00089737744035804	0.00164537709535822	0.000562591921889037	0.000937253707064866	0.00230993958690308	0	0	0.000136300310579956
A[Ins(T):R5]A	0.00662237125	0.01943158	0.0114036481718642	0.0015057325	0.01379073	0.0006148	0.00115518	0.00114525625	0.0009451975	0.00097598	0.00170109	0.00262612474022083	0.00047304046875	0.0013733184375	0.000568138046073475	0.00070743893971049	0.00406562	0.001830535	0.0021762575	0.000796180596997238	0.000818333810908669	0.0003963425	0.00098091	0.000434612204794412	0.00241803998567791	0.00055833	0.00242947	0.00102329	0.000594325	0.00304559393428344	0.00701407068812549	0.000573302439668318	0.00222888114426162	0.0152151428277977	0	0	0.000494391106152657
A[Ins(T):R5]C	0.007080538125	0.01298464	0.0185164272228459	0.0020489025	0.00932784	0.0007938	0.00062863	0.00051100875	0.000973595	0.00048568	0.00069643	0.00261932618974817	0.00077995421875	0.00090914875	0.00069725046345192	0.000716799641644759	0.0037945	0.003013245	0.00216509	0.000208003319331589	0.000498056897230487	0.00023889875	0.00064805	0.0012279482373128	0.00213534907315539	0.00032584	0.00268946	0.00055571	0.000418995	0.00365634293415429	0.00668277274375552	0.00243342888566005	0.00278867318145444	0.00935425428660836	0	0	0.00025220499388959
A[Ins(T):R5]G	0.00592488375	0.00902985	0.012303461551312	0.001393905	0.00966113	0.00079774	0.00213731	0.00372092125	0.0005141875	0.00087947	0.00115023	0.00440340378455279	0.0007020203125	0.0014783040625	0.000568339210985018	0.00100493694426064	0.00331567	0.00210264	0.0016503725	0.000379519830181148	0.00138644967176224	0.001063728125	0.00037384	0.000406873145567339	0.00126944093357994	0.000345435	0.00209906	0.00097664	0.000696745	0.00329340980345979	0.00539494772627139	0.00156290267641179	0.00297343703371299	0.0109911579602846	0	0	0.000304816247857992
A[Ins(T):R6]A	0.01344523375	0.03628361	0.0219243102771435	0.00398576	0.02370419	0.00099342	0.00239863	0.0016260575	0.001952515	0.00366129	0.00058355	0.00467074930820274	0.0008250765625	0.0026191278125	0.000882664098486643	0.000669533655488301	0.00373225	0.001521485	0.00397004	0.00125540685858687	0.00108197499513471	0.000606280625	0.00079404	0.00291006453043433	0.00294100676643326	0.001109135	0.00513368	0.00295675	0.00103882	0.00821490816125489	0.0150379847061482	0.00221489872996325	0.00131284501248061	0.0224888859963015	0	0	0.00140280990657839
A[Ins(T):R6]C	0.017139911875	0.02441313	0.0331522152109482	0.003959375	0.01524768	0.00124962	0.00191487	0.0021457625	0.002348845	0.00284867	0.00053572	0.00622507859226951	0.00157931296875	0.0020038165625	0.000348037976401648	0.00153824348182501	0.00263829	0.00264348	0.00367044	0.00354745852850579	0.00211410753547072	0.00153175875	0.00183407	0.00172743173730365	0.00707187262307431	0.001265665	0.00531059	0.00235756	0.000866865	0.00984223141399344	0.016143502880063	0.00234051570346938	0.00297921907437091	0.0131902034823449	0	0	0.000389930206252619
A[Ins(T):R6]G	0.01816487875	0.01177668	0.0320208458317076	0.0041173125	0.01384255	0.00197379	0.00276773	0.00373476875	0.0020138775	0.00327847	0.00057861	0.00707083559000372	0.0009637890625	0.0042347634375	0.000580193294115628	0.00221617508771848	0.00293962	0.002032785	0.0037517675	0.00199190426749326	0.00197507223577106	0.0014825	0.00044794	0.00271684104727807	0.00276450535976436	0.000618365	0.00505351	0.00139548	0.001341665	0.012088147121741	0.0169850961748015	0.00174387982859389	0.00265984931559594	0.00883399397058741	0	0	0.000426120351999714
A[Ins(T):R7]A	0.019288478125	0.02941083	0.0213876711818188	0.0056264675	0.01715789	0.00127331	0.00137367	0.001547005	0.0020158425	0.00186408	0.00042648	0.0053798127902533	0.00159051578125	0.004969774375	0.001099726987081	0.00105025296946785	0.00308085	0.001287095	0.0068892925	0.00101723232949592	0.00168060636073281	0.000879375625	0.0008626	0.00189624888156851	0.00288802388860156	0.001307735	0.01049781	0.00104435	0.00167296	0.0149491857438564	0.0191611454585474	0.000956765939896973	0.001629248333005	0.0116358154710911	0	0	0.00225274743446663
A[Ins(T):R7]C	0.020450490625	0.02098065	0.0285960919831186	0.00533369	0.01072284	0.0013915	0.00258358	0.00228369375	0.0029263725	0.00234632	0.00042807	0.00632158702366171	0.0019557996875	0.0028985321875	0.00112079134570276	0.00238437533956516	0.00227046	0.001827025	0.00517415	0.00211429729519274	0.00188075047740845	0.0012056775	0.00132496	0.00101552446406978	0.00533890600336647	0.001206695	0.00808739	0.00372403	0.001022205	0.0135187925240188	0.0210826336898221	0.00373196292865707	0.0023609228414428	0.00664499003707576	0	0	0.000923576242300325
A[Ins(T):R7]G	0.019446945625	0.00706554	0.0197619788335536	0.005473775	0.00784609	0.00171271	0.00397868	0.00302488125	0.0022391975	0.00412321	0.00032658	0.00731327234149697	0.00108834796875	0.0054843071875	0.000875500185771843	0.00244305093189162	0.00314165	0.001502905	0.0040171775	0.00113595118797496	0.00134831789802929	0.00088107375	0.00107384	0.00156512082732469	0.00200813683579659	0.000807575	0.00668336	0.00312017	0.00173939	0.0157722799454364	0.0142159713280069	0.00121422566481686	0.00269086116496817	0.00399848571597283	0	0	0.00157935615510124
A[Ins(T):R8]A	0.02419408625	0.01458616	0.0237155364240362	0.0071729575	0.01107418	0.00109398	0.000534	0.0018305575	0.00200178	0.00230193	6.176e-05	0.00492690848197565	0.00120360734375	0.0046648053125	0.00149521199491027	0.00126120227968489	0.00175702	0.000984785	0.005658695	0.00127336586146368	0.00252474343975382	0.001504230625	0.00203191	0.00156515266860178	0.00192465922097037	0.00209797	0.01007607	0.00260678	0.001689685	0.0220262361412478	0.0139758766130105	0.0013715890525359	0.00228891380987518	0.00486518083692555	0	0	0.00189909651225113
A[Ins(T):R8]C	0.022004195625	0.0172203	0.0174730381662066	0.0055336325	0.01165346	0.00114614	0.00156425	0.00139537	0.0017367625	0.0022816	3.676e-05	0.00483246454796708	0.0011398640625	0.0031048371875	0.000897446597629265	0.00125840852149477	0.00199985	0.00050649	0.00426549	0.00124028212582403	0.00196370871132992	0.001253390625	0.001482	0.00198485254195787	0.00246016556452671	0.00060253	0.00710166	0.00216695	0.00152131	0.0178072158747488	0.0159247479498034	0.0015146419285078	0.00423374089412813	0.00641298880102482	0	0	0.00127311762717458
A[Ins(T):R8]G	0.022202326875	0.00490524	0.0153301690100519	0.0055618275	0.00749537	0.00121345	0.00082942	0.0018735575	0.001603125	0.00111686	0.00012772	0.00432993958984542	0.00192256125	0.0050248475	0.000833794420973221	0.000593906521226721	0.00219021	0.00082108	0.0034322175	0.00473497048091815	0.00300821409820365	0.00120461875	0.00138839	0.00163935345798631	0.00341954900593251	0.00062069	0.01083185	0.00160859	0.001687535	0.0209364413307514	0.015883662223173	0.00211268196177682	0.0022583544680327	0.00268759063449726	0	0	0.00160805999534407
A[Ins(T):R(9,)]A	0.04483087	0.00901678	0.00954964353837882	0.01421307	0.00736934	0.00089025	0.00055182	0.00121282125	0.0010172875	0.00074396	2.35e-06	0.00308720903427075	0.0023793671875	0.0033284103125	0.00182586593806491	0.000498667493518295	0.00155826	0.000108285	0.00497753	0.00633736393682449	0.0122260866623542	0.00714710625	0.00976341	0.00276728293707209	0.00197288536970697	0.000764245	0.02499415	0.00637631	0.001802145	0.0522655227678775	0.00886158911577119	0.00430958663010102	0.00529847100018514	0.000996767996222367	0	0	0.00263535388150855
A[Ins(T):R(9,)]C	0.041528216875	0.01352669	0.0109428406879938	0.011903315	0.01002584	0.00089974	0.00037116	0.00218091625	0.00095908	0.00075144	6.12e-06	0.00347078325178416	0.00262143203125	0.002858799375	0.000865792778827583	0.000337173150705757	0.0021962	0.000154735	0.004997435	0.00555336056797991	0.0123084253472316	0.007027895	0.009954	0.00506532097363217	0.00416298816950591	0.0004426	0.02310509	0.00435943	0.00178647	0.0452722557940925	0.00872897917752795	0.00335005395761551	0.00266134761830555	0.00295470624541122	0	0	0.00248535118055282
A[Ins(T):R(9,)]G	0.03470697625	0.00142666	0.00446686455122791	0.0079637925	0.00412878	0.00013917	6.594e-05	0.00120097375	0.0007818975	0.00062591	5.119e-05	0.00151315684285887	0.0010694496875	0.0030622371875	0.000851646545066279	0.000203560803678429	0.00103922	3.71e-05	0.001669225	0.00374585769444796	0.00892045801064444	0.004651705625	0.00678985	0.00363072815486863	0.00321405406248786	0.00048268	0.01862003	0.00459583	0.001475725	0.0416581941265611	0.00438817033017716	0.00258713032420541	0.00186651311443747	0.000856435237000747	0	0	0.00228924825337158
C[Ins(T):R0]A	0.000379395625	0.00011456	0.000445806391008208	0.000657445	1.717e-05	3.6e-06	0.00046355	0.00183596875	0.0005250325	0.00200316	0.00110022	0.000631872399930945	0.00053338859375	2.75225e-05	0.000576734831122471	0.00100796305241564	1.592e-05	0.00199868	0.00055354	0.000126520286394318	0.00164284251564838	0.0012692075	0.00253062	0.000483371813782044	0.0013416202971849	0.000891695	0.00029424	0.00128057	3.2355e-05	0.000223890991079119	0.000470559962813876	0.0011188709582023	0.00102136982898403	6.42879962523045e-05	0	0.0387096774193548	1.86495654717443e-05
C[Ins(T):R0]C	0.0005903775	1.012e-05	0.000243600355511117	0.001013135	4.223e-05	1.06e-05	0.00056835	0.0016144175	0.0003594725	3e-08	0.00081673	0.000557635398482531	0.0003988575	6.5345625e-05	0.00026155293642915	0.000654774429968188	1.404e-05	0.0098719	0.0001572625	0.000274036014474063	0.00187562875468884	0.00137476875	0.01622835	0.000251609771584848	0.000836684999791243	0.000334835	0.00028732	8.72e-06	3.8755e-05	0.000438013315201056	0.000260261254306945	0.000563559998425519	0.00178625839010551	6.93867531706901e-05	0	0.0460829493087558	9.4445950845133e-05
C[Ins(T):R0]G	0.000294158125	1.485e-05	2.51409620085192e-05	0.0003258125	7.334e-05	1.547e-05	0.00024769	0.00118617875	0.0004039575	0.00040873	0.00010864	0.000204720605434028	7.1991875e-05	4.6835e-05	0.000167837794125303	0.000214429001078596	0.00016905	0.000406075	0.0001007575	5.79532748680724e-05	0.000856045721469958	0.000447929375	0.00166494	7.20196619036945e-05	0.000691322193391741	0.000271205	6.369e-05	5.306e-05	1.3725e-05	0.000128700550034466	0.000195433910321414	0.000349557171745714	0.000228898419993536	0.000121091578679456	0	0.00829493087557604	1.40523892498137e-05
C[Ins(T):R1]A	0.000460083125	0.00012801	0.000215546137787325	0.000207955	6.404e-05	7.56e-06	0.00294031	0.0015735975	0.00234568	0.00875294	0.00371382	0.00249675069032995	0.000151549375	8.65603125e-05	0.000792621947842059	0.000703603497706544	0.01014507	0.001293585	0.00042748	0.000450046122480764	0.00321614897493043	0.0025938275	0.00087744	0.000247523474357978	0.00242699043670703	0.00179596	0.00045851	0.00059512	8.375e-06	0.000221610773023553	0.00101128221579751	0.00101721675449232	0.000854837002312987	0.000206616599160632	0	0.00829493087557604	2.98875442999769e-05
C[Ins(T):R1]C	0.00041986375	0.00039231	0.000705834030239177	0.00011167	0.00018655	2.645e-05	0.00107875	0.0010979075	0.000522785	0.00141623	0.00167324	0.00108751815437096	0.000572793125	9.69359375e-05	0.000620354407333879	0.000611874177362309	0.01987836	0.00335505	0.0002860825	0.000180838634929412	0.00197541022038685	0.001515259375	0.00431788	0.000279805222450246	0.00607973772507228	0.00062688	0.00031113	4.694e-05	3.7805e-05	0.000282703280051591	0.000884461026214752	0.00988121117753512	0.00146536016145227	0.000313487791572297	0	0.0119815668202765	4.11150362705603e-05
C[Ins(T):R1]G	0.000772869375	0.00016011	0.000376583956699037	0.0003350725	0.00014473	9.74e-06	0.00354845	0.01611774125	0.0016841275	0.00462067	0.00320531	0.00285113509412708	0.0005827271875	5.778375e-05	0.000844574531095369	0.000763689865657062	0.02915989	0.000934725	0.0004860875	0.000359915023401694	0.00288685310322288	0.0015894075	0.0018318	0.00101826812077925	0.00104944628378448	0.001330755	0.00046791	0.00120313	1.4295e-05	0.000296856802219564	0.00130917587057412	0.000563212786193399	0.0035434356296324	0.000170800560501514	0	0.0119815668202765	2.1807420481334e-05
C[Ins(T):R2]A	0.000472065625	0.00021154	0.000434405560432916	0.000144975	7.31e-05	4.24e-06	0.00164326	0.0006996475	0.0011697575	0.00186768	0.00247527	0.00150859855184338	0.000805816875	0.00032131125	0.00048164079080535	0.000423458366849028	0.00733772	0.001303	0.000497535	0.000233176286897791	0.00142854379344	0.00063812	0.0011631	0.000930274751534157	0.00152633784422644	0.00135016	0.00055755	4.477e-05	4.702e-05	0.00028541311809453	0.00186933415156502	0.000539491633371063	0.000857893942069523	0.000208628035376142	0	0.00460829493087558	2.01885118317519e-05
C[Ins(T):R2]C	0.000753778125	0.00041762	0.000274985250664609	0.0002204225	0.00016371	2.19e-06	0.00117427	0.000704825	0.000403265	0.00051024	0.00227533	0.00104052717290429	0.00019362453125	0.00077649	0.00042566852493355	0.000520830789689504	0.01704463	0.00416221	0.000442095	0.00026351108002916	0.00193342036382451	0.001155194375	0.00531464	0.00107456349867877	0.00294032028196496	0.001019555	0.00033371	0.00024193	0.000139225	0.000468282682381842	0.000974491010161877	0.00784725607591315	0.00136083092207992	0.000318960769181941	0	0.0110599078341014	5.913801199777e-05
C[Ins(T):R2]G	0.000352381875	0.00022432	0.000246522307512107	0.000153145	0.00029695	0	0.0021601	0.01123278875	0.0002460025	0.00147499	0.00191701	0.00215347665147774	0.00026417	0.0019340465625	0.000408556921407981	0.000271560411102596	0.01698657	0.000779735	0.00033312	0.000290092997042251	0.000777643715094865	0.000120966875	0.00128443	0.00129832276656672	0.000621637939105875	0.000944015	0.00030317	6.21e-06	0.00032234	0.000444822518485616	0.000693166679945001	0.00110183650119719	0.00310414131975068	0.000353654145767286	0	0.00829493087557604	8.89901631531811e-05
C[Ins(T):R3]A	0.000838245	0.00259015	0.000874733291439267	8.6215e-05	0.00030925	1.297e-05	0.00153135	0.00084950125	0.0010643375	0.0024371	0.00222324	0.00143040915382466	0.00013707546875	0.000217254375	0.000993548270749013	0.00035910965552369	0.00875336	0.001224575	0.000491235	0.00016714778716979	0.00096190045130627	0.000561775625	0.00091886	0.000489506566501863	0.000451569841830489	0.00051239	0.00087485	0.00050787	3.9965e-05	0.000320618721098729	0.000579317600171196	0.00048817221662137	0.00160348557097787	0.000420889129963244	0	0	2.07456261443611e-05
C[Ins(T):R3]C	0.000851239375	0.00205615	0.000341198770115618	0.00024543	0.00057849	1.61e-06	0.00057294	0.0006465675	0.0008742725	0.00185029	0.00124118	0.000899024833349764	0.00037893625	0.00037422875	0.00026898652671438	0.000472166256854506	0.00989912	0.003160755	0.0003650775	0.000109045724965699	0.00263788419105263	0.001264141875	0.00368555	0.000433842707264677	0.00343319614268213	0.00022968	0.00072728	4.213e-05	8.329e-05	0.000550407685986625	0.000706913574469507	0.00123576433807825	0.000727179600308948	0.00111817142547787	0	0.00552995391705069	7.41853418670435e-05
